"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
"El Tablon"
2019
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2019-08-09,13.20,17.02,22.30,81.96,0.00,312.79,1166.00,2.25,10.10,S,14.37
2019-08-10,12.70,16.68,22.00,73.71,0.00,289.79,1074.00,2.09,9.80,NNE,17.56
2019-08-11,12.60,16.38,20.60,71.88,0.00,245.46,1050.00,1.70,8.70,NNE,19.31
2019-08-12,12.30,15.97,20.80,75.88,0.00,257.50,1160.00,1.89,10.60,NNE,16.50
2019-08-13,13.20,15.98,21.10,82.67,0.00,183.62,1246.00,1.50,11.30,NE,16.10
2019-08-14,12.70,15.22,19.30,86.96,0.00,148.42,1044.00,1.37,10.60,NNE,13.47
2019-08-15,12.20,14.95,19.10,85.67,0.00,210.42,1090.00,1.63,10.10,N,12.18
2019-08-16,10.90,15.44,20.30,83.58,0.00,257.75,1184.00,1.95,10.10,NNE,8.07
2019-08-17,13.30,16.35,20.70,78.25,0.00,284.08,1208.00,2.10,10.50,NNE,16.58
2019-08-18,11.90,14.73,17.70,85.17,0.00,222.17,1059.00,1.74,9.20,N,19.66
2019-08-19,11.80,13.40,17.60,90.00,8.40,92.89,983.00,0.57,8.90,NNE,17.50
2019-08-20,9.90,14.04,19.90,88.04,8.40,209.29,1334.00,1.69,11.70,S,10.31
2019-08-21,10.20,14.57,18.90,88.67,12.60,179.79,1158.00,1.31,10.30,N,11.70
2019-08-22,12.40,15.02,19.40,89.46,1.00,202.08,1294.00,1.70,12.20,NE,8.88
2019-08-23,11.10,15.04,20.00,88.92,0.20,170.54,1171.00,1.41,11.40,NNE,7.10
2019-08-24,10.50,16.19,21.50,81.42,0.40,272.21,1206.00,2.02,11.00,N,14.48
2019-08-25,13.20,16.27,21.60,72.92,0.00,241.50,1183.00,1.90,11.00,N,25.27
2019-08-26,10.50,15.17,20.30,83.96,1.20,197.38,1264.00,1.45,11.20,N,8.34
2019-08-27,12.70,16.13,20.70,69.38,0.00,248.42,1262.00,1.85,10.10,NE,17.06
2019-08-28,12.70,16.02,21.60,77.71,2.20,260.83,1197.00,1.97,11.10,NNE,19.30
2019-08-29,11.30,15.14,20.70,70.29,0.00,277.25,986.00,2.18,10.20,NNE,25.42
2019-08-30,11.90,15.79,21.80,70.00,0.00,278.79,1086.00,2.12,10.10,N,30.57
2019-08-31,12.20,15.16,22.20,81.71,31.80,197.54,1362.00,1.42,10.90,N,21.90
2019-09-01,12.30,14.57,19.90,88.79,29.40,145.58,1072.00,1.18,10.60,NNE,12.43
2019-09-02,11.30,14.59,19.90,86.21,9.40,204.50,1283.00,1.75,10.30,S,14.08
2019-09-03,10.40,14.80,19.70,88.61,14.20,146.70,1317.00,1.02,11.50,N,10.46
2019-09-04,10.80,15.60,21.10,77.58,0.00,240.04,1241.00,1.79,10.90,NE,17.34
2019-09-05,11.70,16.05,21.20,75.71,1.00,297.04,1187.00,2.35,11.80,NNE,20.46
2019-09-06,12.40,15.10,20.40,79.88,0.00,220.17,1283.00,1.85,11.70,N,24.36
2019-09-07,11.40,15.15,20.40,80.46,0.00,256.50,1287.00,2.07,12.20,NNE,22.27
2019-09-08,12.00,14.88,19.50,85.75,2.20,128.46,1127.00,0.99,8.70,NNE,15.70
2019-09-09,11.90,15.04,21.20,87.71,2.40,188.08,1285.00,1.63,11.60,NNE,10.72
2019-09-10,10.70,15.06,19.70,87.38,1.80,178.50,1364.00,1.49,12.10,ENE,14.14
2019-09-11,12.50,16.00,21.40,83.96,1.20,222.08,1378.00,1.90,12.90,NE,13.40
2019-09-12,11.20,15.84,20.70,80.17,0.20,259.21,1281.00,2.05,11.70,NNE,17.30
2019-09-13,12.30,15.01,21.00,87.21,69.00,185.54,1181.00,1.63,11.90,NNE,12.22
2019-09-14,10.90,15.46,20.80,85.67,0.40,229.67,1274.00,1.84,11.70,NNE,13.30
2019-09-15,12.90,15.71,20.20,82.38,0.80,183.21,1157.00,1.58,11.50,NNE,16.50
2019-09-16,11.60,14.90,20.40,83.75,19.00,203.21,1181.00,1.75,11.30,ENE,18.90
2019-09-17,12.10,14.29,18.00,88.04,3.40,101.50,902.00,0.85,9.90,ESE,13.68
2019-09-18,11.50,14.74,19.40,88.17,23.00,153.42,1294.00,1.30,11.10,NNE,13.67
2019-09-19,12.20,15.40,20.40,81.58,0.00,261.25,1178.00,2.06,11.00,N,19.30
2019-09-20,9.50,14.70,19.90,78.33,0.00,176.29,1276.00,1.47,11.70,NE,15.27
2019-09-21,11.30,14.59,18.30,88.58,0.00,129.42,1345.00,1.15,11.50,S,13.84
2019-09-22,13.00,14.52,18.30,89.88,19.80,81.00,939.00,0.71,6.80,NE,11.49
2019-09-23,12.10,14.43,19.80,90.38,20.60,157.42,1259.00,1.50,12.70,N,14.48
2019-09-24,12.30,14.82,18.70,91.67,0.20,163.88,1346.00,1.43,12.40,NNE,7.42
2019-09-25,11.90,14.63,18.80,91.42,16.80,128.54,1172.00,1.04,10.40,S,9.48
2019-09-26,11.50,14.99,20.60,89.08,21.60,159.46,1234.00,1.45,11.30,NNE,11.58
2019-09-27,11.90,14.40,19.70,90.54,6.80,156.46,1215.00,1.27,11.60,S,13.17
2019-09-28,12.40,13.12,14.20,94.83,29.60,53.42,492.00,0.49,4.20,SSW,10.59
2019-09-29,11.70,14.35,20.10,91.12,9.00,124.17,925.00,0.99,8.00,,0.00
2019-09-30,11.40,15.10,19.70,87.67,0.60,237.58,1195.00,1.80,10.60,N,9.90
2019-10-01,11.20,13.65,19.40,90.67,14.20,140.08,1218.00,1.08,11.20,NNE,9.64
2019-10-02,9.70,13.19,17.60,91.46,19.40,138.38,1301.00,1.11,12.10,NE,5.88
2019-10-03,10.60,13.92,17.60,92.21,27.32,126.21,1243.00,1.18,11.30,NNE,5.03
2019-10-04,11.40,14.07,18.40,90.88,26.80,184.67,1188.00,1.64,11.10,N,8.05
2019-10-05,11.20,14.00,19.30,90.92,19.20,149.38,1007.00,1.13,10.00,S,9.38
2019-10-06,9.00,14.32,19.20,87.50,6.60,229.38,1218.00,1.79,10.40,S,14.01
2019-10-07,11.90,13.86,18.70,92.62,37.40,141.33,1085.00,1.19,10.80,SSW,4.18
2019-10-08,11.00,14.18,19.70,91.58,33.20,156.29,1376.00,1.20,12.10,NNE,4.80
2019-10-09,10.70,15.69,19.20,85.78,7.40,419.19,1322.00,3.91,11.50,NNE,8.82
2019-10-10,12.50,15.46,20.30,86.00,0.20,220.00,1246.00,1.78,11.10,NE,16.10
2019-10-11,12.50,15.50,20.80,80.04,0.00,242.92,1114.00,2.00,10.60,N,24.14
2019-10-12,12.40,15.15,20.10,81.25,0.80,228.71,1151.00,1.79,11.00,E,18.02
2019-10-13,11.60,14.26,18.50,82.25,0.40,190.17,1172.00,1.53,10.30,NNE,32.72
2019-10-14,12.20,13.81,17.10,89.00,3.80,158.75,1252.00,1.47,11.60,NNE,32.91
2019-10-15,12.60,13.46,15.70,93.83,61.60,79.71,705.00,0.68,8.90,SSE,32.84
2019-10-16,11.30,12.60,13.40,95.71,41.80,37.92,272.00,0.22,2.70,S,17.70
2019-10-17,10.70,14.28,18.50,91.17,0.00,189.25,1238.00,1.55,10.40,S,13.30
2019-10-18,11.60,14.56,19.60,90.79,16.40,170.71,1167.00,1.41,10.80,SSE,14.93
2019-10-19,10.40,14.22,19.60,90.58,3.00,187.17,1046.00,1.45,9.20,N,6.60
2019-10-20,10.30,14.37,19.30,88.88,16.20,227.75,1065.00,1.70,9.70,S,11.80
2019-10-21,10.60,14.44,18.70,88.67,0.40,219.54,1079.00,1.58,9.40,N,9.63
2019-10-22,10.80,14.55,19.20,83.12,6.00,141.04,979.00,1.08,7.50,NE,20.90
2019-10-23,11.00,13.87,18.90,89.46,3.80,114.17,758.00,0.82,7.50,SW,10.42
2019-10-24,11.60,13.96,18.30,90.75,0.20,171.67,1223.00,1.48,10.50,S,12.57
2019-10-25,11.20,14.05,19.00,91.17,11.40,115.96,1202.00,0.92,9.90,S,11.60
2019-10-26,11.20,14.18,18.00,90.29,3.60,126.33,1274.00,0.96,10.20,S,10.47
2019-10-27,12.40,14.24,19.60,89.42,5.00,103.71,1085.00,0.74,8.40,N,15.03
2019-10-28,12.20,14.20,19.80,89.17,11.60,153.12,1213.00,1.18,10.20,NNE,12.86
2019-10-29,11.40,13.96,18.20,91.92,14.60,75.79,1222.00,0.56,9.10,,0.00
2019-10-30,10.50,14.05,18.90,91.92,13.80,146.46,1354.00,1.10,10.00,SSE,10.05
2019-10-31,10.10,14.64,20.10,85.29,0.20,189.42,998.00,1.41,8.90,N,21.70
